filename,count
swoobat.png,52
sylveon.png,65
tadbulb.png,1189
taillow.png,11352
talonflame.png,12917
tandemaus.png,0
tangela.png,14146
tangrowth.png,1
tapu-bulu.png,14517
tapu-fini.png,17
tapu-koko.png,16049
tapu-lele.png,19
tarountula.png,43
tatsugiri.png,28483
tauros.png,693
teddiursa.png,54969
tentacool.png,9
tentacruel.png,22
tepig.png,41216
terrakion.png,3546
thievul.png,39524
throh.png,17182
thundurus-incarnate.png,2735
thundurus-therian.png,12663
thwackey.png,4833
timburr.png,14513
ting-lu.png,10098
tinkatink.png,39
tinkaton.png,275
tinkatuff.png,78
tirtouga.png,10
toedscool.png,156
toedscruel.png,222
togedemaru.png,891
togekiss.png,363
togepi.png,4163
togetic.png,1500
torchic.png,3747
torkoal.png,16597
tornadus-incarnate.png,504
tornadus-therian.png,468
torracat.png,29053
torterra.png,1715
totodile.png,229
toucannon.png,8540
toxapex.png,4143
toxel.png,74
toxicroak.png,10317
toxtricity-amped-gmax.png,33610
toxtricity-amped.png,23
toxtricity-low-key-gmax.png,11729
tranquill.png,19
trapinch.png,86566
treecko.png,33
trevenant.png,158
tropius.png,15
trubbish.png,4
trumbeak.png,3308
tsareena.png,16
turtonator.png,5035
turtwig.png,62
tympole.png,0
tynamo.png,326
type-null.png,5275
typhlosion-hisui.png,21
typhlosion.png,26200
tyranitar-mega.png,3650
tyranitar.png,5
tyrantrum.png,35041
tyrogue.png,3585
tyrunt.png,2615
umbreon.png,455
unfezant.png,13
unown.png,0
ursaluna.png,20681
ursaring.png,41646
urshifu-rapid-strike-gmax.png,340
urshifu-rapid-strike.png,11751
urshifu-single-strike-gmax.png,212
urshifu-single-strike.png,42
uxie.png,1287
vanillish.png,24
vanillite.png,29
vanilluxe.png,22
vaporeon.png,4
varoom.png,29
veluza.png,317
venipede.png,902
venomoth.png,3
venonat.png,6080
venusaur-gmax.png,81
venusaur-mega.png,773
venusaur.png,1697
vespiquen.png,28887
vibrava.png,3
victini.png,13339
victreebel.png,0
vigoroth.png,1688
vikavolt.png,684
vileplume.png,3466
virizion.png,22
vivillon.png,7
volbeat.png,11232
volcanion.png,9538
volcarona.png,45236
voltorb-hisui.png,6794
voltorb.png,28605
vullaby.png,130
vulpix-alola.png,92
vulpix.png,82512
wailmer.png,23297
wailord.png,16
walking-wake.png,1971
walrein.png,10
wartortle.png,197
watchog.png,20461
wattrel.png,4443
weavile.png,11938
weedle.png,8195
weepinbell.png,6
weezing-galar.png,56697
weezing.png,4
whimsicott.png,881
whirlipede.png,187
whiscash.png,18679
whismur.png,2
wigglytuff.png,5
wiglett.png,38
wimpod.png,22
wingull.png,856
wishiwashi-solo.png,16
wo-chien.png,1811
wobbuffet.png,115
woobat.png,137
wooloo.png,0
wooper.png,35
wormadam-plant.png,0
wormadam-sandy.png,5399
wormadam-trash.png,42
wugtrio.png,147
wurmple.png,4402
wynaut.png,2051
wyrdeer.png,465
xatu.png,207
xerneas.png,9545
xurkitree.png,3263
yamask.png,4058
yamper.png,254
yanma.png,14413
yanmega.png,15331
yungoos.png,937
yveltal.png,19893
zacian-crowned.png,275
zacian.png,15277
zamazenta-crowned.png,379
zamazenta.png,25380
zangoose.png,11
zapdos-galar.png,2
zapdos.png,420
zarude-dada.png,13080
zarude.png,258
zebstrika.png,24
zekrom.png,38
zeraora.png,651
zigzagoon-galar.png,106
zigzagoon.png,26
zoroark.png,828
zorua-hisui.png,891
zorua.png,970
zubat.png,0
zweilous.png,12
zygarde-10-power-construct.png,263
zygarde-50.png,0
zygarde-complete.png,4178
